index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,total_number_of_pixels,total_pixels_per_square_of_diag
18,asus,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),911.88,76,intel,core i7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
135,asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),1156.67,79,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,1,13.4,1920,1200,windows,1,2304000,12831.36556025841
334,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),2278.8,53,apple,m3,8,8,8,SSD,1024,No secondary storage,0,apple,apple,0,14.2,3024,1964,mac,1,5939136,29454.15592144416
266,samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),839.88,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
664,asus,Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1199.88,75,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
973,msi,MSI Modern 14 C7M-063IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),503.88,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
201,hp,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),774.0,75,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,16.1,1920,1080,windows,1,2073600,7999.691369931715
123,hp,HP Pavilion 15-eh2050AU Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),524.4,62,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
623,asus,Asus Vivobook 16X 2023 K3605ZF-MBN543WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),779.88,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
191,infinix,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),467.88,56,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
313,lenovo,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),563.88,62,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
764,lenovo,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),898.67,64,intel,core i7,4,8,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
718,msi,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),659.88,65,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,2,2073600,8520.710059171599
729,dell,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),956.28,70,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1080,windows,1,2073600,8100.0
691,hp,HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),539.88,58,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
668,lenovo,Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),539.88,58,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
529,hp,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),696.84,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
987,msi,MSI Modern 14 C13M-435IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),731.88,61,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
48,dell,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),975.48,71,intel,core i5,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
912,asus,Asus Vivobook 16 2023 X1605VA-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),825.6,62,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,0,16.0,1920,1200,windows,1,2304000,9000.0
168,zebronics,Zebronics Pro Series Y ZEB-NBC 2S Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),395.88,63,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
749,asus,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),779.88,64,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
182,hp,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),383.99,56,amd,ryzen 5,6,12,8,SSD,256,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
17,lenovo,Lenovo V15 G3 IAP 82TTA08AIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11),599.88,59,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
523,asus,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),859.2,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
51,msi,MSI Thin GF63 12VE-071IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),839.88,70,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,2,2073600,8520.710059171599
974,hp,HP 247 G8 796Z3PA Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ DOS),371.99,47,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,0,14.0,1366,768,dos,1,1049088,5352.489795918367
950,dell,Dell XPS 9315 D560076WIN9S Laptop (12th Gen Core i5 / 16GB/ 512GB SSD/ Win11),1435.2,68,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,1,13.0,1920,1080,windows,1,2073600,12269.8224852071
527,dell,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1031.88,57,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
692,hp,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),575.88,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
492,lenovo,Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),443.88,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
294,realme,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),443.88,52,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,0,14.0,1440,2160,windows,1,3110400,15869.387755102041
724,msi,MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),611.88,66,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,2,2073600,8520.710059171599
661,lenovo,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),299.88,50,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,0,14.0,1366,768,windows,1,1049088,5352.489795918367
236,asus,Asus ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),2279.88,79,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,16.0,2560,1600,windows,1,4096000,16000.0
27,hp,HP Victus 16-s0094AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),947.88,77,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,16.1,1920,1080,windows,1,2073600,7999.691369931715
925,asus,Asus VivoBook 14 2023 X1404VA-NK541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),767.88,58,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
449,lenovo,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),815.88,69,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,1,14.0,1920,1200,windows,1,2304000,11755.102040816326
954,lenovo,Lenovo Thinkpad E15 21E6S05A00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),551.88,66,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
376,asus,Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),959.64,63,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
240,msi,MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),815.88,73,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,2,2073600,8520.710059171599
39,acer,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),419.88,60,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
968,lenovo,Lenovo V15 G3 82TTA01EIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),386.4,48,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,dos,1,2073600,8520.710059171599
386,acer,Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),791.88,62,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
481,hp,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),335.88,51,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1366,768,windows,1,1049088,4310.848126232742
970,asus,Asus Vivobook Go 14 2023 E1404FA-NK522WS Laptop (Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11),539.64,58,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
853,hp,HP 15s-fy5002TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),635.88,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
753,acer,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),659.88,69,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
894,hp,HP 15s-fq2738TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),407.87,56,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1366,768,windows,1,1049088,4310.848126232742
205,asus,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1259.88,76,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
857,dell,Dell Alienware X16 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),4661.88,82,intel,core i9,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,0,16.0,3200,1800,windows,1,5760000,22500.0
867,hp,HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),599.88,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
515,asus,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),911.88,66,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
972,lenovo,Lenovo Thinkbook 15 21DJA0D9IH Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),719.88,64,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
913,hp,HP Spectre x360 2023 13.5-ef2034TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),1725.89,75,intel,core i7,10,12,32,SSD,1024,No secondary storage,0,intel,integrated,1,13.5,3000,2000,windows,1,6000000,32921.81069958848
591,lenovo,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1097.88,71,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
971,asus,Asus Vivobook Go 14 2023 E1404FA-NK542WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11),548.28,59,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
173,asus,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),1103.88,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
708,dell,Dell Vostro 3525 D560926WIN9B Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),524.28,52,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
163,lenovo,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1586.28,83,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,16.0,2560,1600,windows,1,4096000,16000.0
687,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),688.68,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
706,lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),546.0,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,dos,1,2073600,10579.591836734693
847,asus,Asus Vivobook Pro 15 OLED K6502VU-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1938.16,84,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,15.6,2880,1620,windows,1,4665600,19171.597633136094
119,acer,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1139.88,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
237,asus,Asus ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1457.87,78,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
694,hp,HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1391.88,70,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,1,15.6,1920,1080,windows,1,2073600,8520.710059171599
110,asus,Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),647.88,66,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
433,lenovo,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),599.88,62,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
431,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),479.88,58,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
755,lenovo,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),886.8,64,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,3,2073600,10579.591836734693
598,lenovo,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1319.88,75,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
785,lenovo,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),377.88,50,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,dos,1,2073600,10579.591836734693
127,hp,HP 250 G8 7M6L7PA Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),418.68,58,intel,core i3,2,4,8,HDD,1024,SSD,256,intel,integrated,0,15.6,1366,768,windows,No information,1049088,4310.848126232742
59,hp,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),653.88,70,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
162,asus,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),575.88,62,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,0,16.0,1920,1200,windows,1,2304000,9000.0
415,lenovo,Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),479.88,57,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
948,hp,HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),518.28,58,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
218,msi,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),647.88,65,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
670,hp,HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),1055.88,66,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,1,15.6,1920,1080,windows,1,2073600,8520.710059171599
846,asus,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),1127.99,70,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,14.0,2880,1800,windows,1,5184000,26448.979591836734
767,dell,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1895.88,78,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,16.0,2560,1600,windows,1,4096000,16000.0
9,hp,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),443.88,60,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
810,asus,Asus TUF A15 FA577RM-HQ032WS Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1256.99,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,15.6,2560,1440,windows,1,3686400,15147.92899408284
38,acer,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),563.88,64,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
464,lenovo,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1367.88,79,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
663,asus,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),887.88,60,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
264,asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),582.95,60,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
315,lenovo,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),755.88,66,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
751,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),1143.6,66,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,0,15.6,2880,1620,windows,1,4665600,19171.597633136094
583,asus,Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),875.88,72,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
635,hp,HP Chromebook x360 14a-ca0505TU Laptop (Intel Celeron N4120/ 4GB/ 64GB eMMC/ Chrome OS),311.88,44,intel,celeron,4,4,4,HDD,64,No secondary storage,0,intel,integrated,1,14.0,1366,768,chrome,1,1049088,5352.489795918367
715,hp,HP Pavilion 14-dv1043TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),644.39,62,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
725,asus,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),575.76,59,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
273,hp,HP 15s-fr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),581.4,62,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
622,lenovo,Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),899.88,69,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,1,13.3,1920,1200,windows,3,2304000,13025.043812538865
309,hp,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),655.19,58,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1366,768,dos,1,1049088,5352.489795918367
426,acer,Acer Chromebook CB314-3H NX.K04SI.007 Laptop (Intel Celeron N4500/ 8GB/ 128GB SSD/ Chrome OS),305.88,38,intel,celeron,2,2,8,SSD,128,No secondary storage,0,intel,integrated,0,14.0,1280,1024,chrome,1,1310720,6687.34693877551
